user_id,artist_id,artist_name,play_count
user_012,artist_024,Miley Cyrus,19
user_012,artist_021,Justin Bieber,32
user_012,artist_020,Dua Lipa,11
user_013,artist_005,Ayra Starr,24
user_013,artist_006,Rema,39
user_013,artist_004,Davido,76
user_013,artist_011,Joeboy,61
user_013,artist_003,Burna Boy,36
user_013,artist_012,CKay,42
user_013,artist_013,Kizz Daniel,18
user_013,artist_014,Simi,39
user_013,artist_048,Shatta Wale,29
user_013,artist_049,Stonebwoy,40
user_013,artist_050,Black Sherif,24
user_014,artist_018,Billie Eilish,180
user_014,artist_019,Ed Sheeran,128
user_014,artist_022,Bruno Mars,59
user_014,artist_026,Adele,28
user_014,artist_025,Lana Del Rey,22
user_014,artist_023,Olivia Rodrigo,100
user_014,artist_021,Justin Bieber,54
user_014,artist_027,Coldplay,63
user_014,artist_017,Taylor Swift,11
user_014,artist_016,Ariana Grande,63
user_014,artist_024,Miley Cyrus,46
user_015,artist_030,Travis Scott,39
user_015,artist_038,Dave,51
user_015,artist_033,Nicki Minaj,56
user_015,artist_034,Future,36
user_015,artist_029,Kendrick Lamar,14
user_015,artist_039,J Hus,57
user_015,artist_035,Metro Boomin,142
user_015,artist_036,Central Cee,17
user_015,artist_004,Davido,61
user_015,artist_046,Amaarae,28
user_015,artist_007,Asake,33
user_016,artist_040,SZA,38
user_016,artist_041,The Weeknd,48
user_016,artist_016,Ariana Grande,29
user_016,artist_046,Amaarae,87
user_016,artist_042,Beyonce,21
user_016,artist_001,Tems,76
user_016,artist_045,Chris Brown,40
user_016,artist_008,Tyla,98
user_016,artist_027,Coldplay,56
user_016,artist_021,Justin Bieber,113
user_016,artist_024,Miley Cyrus,55
user_017,artist_048,Shatta Wale,20
user_017,artist_050,Black Sherif,29
user_017,artist_015,Tiwa Savage,56
user_017,artist_004,Davido,97
user_017,artist_007,Asake,68
user_017,artist_046,Amaarae,10
user_017,artist_002,Wizkid,56
user_017,artist_047,Sarkodie,48
user_017,artist_003,Burna Boy,45
user_017,artist_049,Stonebwoy,99
user_018,artist_039,J Hus,53
user_018,artist_037,Stormzy,53
user_018,artist_028,Drake,55
user_018,artist_034,Future,26
user_018,artist_038,Dave,41
user_018,artist_053,Headie One,41
user_018,artist_051,Skepta,59
user_018,artist_036,Central Cee,88
user_018,artist_025,Lana Del Rey,17
user_018,artist_024,Miley Cyrus,32
user_018,artist_018,Billie Eilish,91
user_019,artist_005,Ayra Starr,40
user_019,artist_002,Wizkid,12
user_019,artist_014,Simi,131
user_019,artist_012,CKay,34
user_019,artist_010,Omah Lay,49
user_019,artist_006,Rema,108
user_019,artist_003,Burna Boy,16
user_019,artist_011,Joeboy,20
user_019,artist_004,Davido,12
user_019,artist_050,Black Sherif,20
user_019,artist_015,Tiwa Savage,46
user_020,artist_017,Taylor Swift,50
user_020,artist_023,Olivia Rodrigo,75
user_020,artist_022,Bruno Mars,53
user_020,artist_019,Ed Sheeran,65
user_020,artist_021,Justin Bieber,29
user_020,artist_025,Lana Del Rey,41
user_020,artist_020,Dua Lipa,52
user_020,artist_027,Coldplay,78
user_020,artist_024,Miley Cyrus,26
user_020,artist_016,Ariana Grande,48
user_020,artist_026,Adele,29
user_021,artist_036,Central Cee,93
user_021,artist_034,Future,109
user_021,artist_031,Post Malone,44
user_021,artist_029,Kendrick Lamar,111
user_021,artist_037,Stormzy,49
user_021,artist_028,Drake,26
user_021,artist_039,J Hus,31
user_021,artist_038,Dave,17
user_021,artist_015,Tiwa Savage,19
user_021,artist_003,Burna Boy,27
user_021,artist_007,Asake,58
user_022,artist_046,Amaarae,23
user_022,artist_044,Khalid,30
user_022,artist_016,Ariana Grande,61
user_022,artist_045,Chris Brown,40
user_022,artist_043,Rihanna,57
user_022,artist_040,SZA,58
user_022,artist_042,Beyonce,109
user_022,artist_001,Tems,36
user_022,artist_021,Justin Bieber,13
user_022,artist_018,Billie Eilish,69
user_022,artist_020,Dua Lipa,28
user_023,artist_048,Shatta Wale,93
user_023,artist_007,Asake,26
user_023,artist_050,Black Sherif,57
user_023,artist_002,Wizkid,45
user_023,artist_047,Sarkodie,56
user_023,artist_046,Amaarae,26
user_023,artist_004,Davido,16
user_023,artist_003,Burna Boy,12
user_023,artist_015,Tiwa Savage,16
user_023,artist_049,Stonebwoy,25
user_024,artist_036,Central Cee,92
user_024,artist_034,Future,22
user_024,artist_037,Stormzy,46
user_024,artist_053,Headie One,250
user_024,artist_051,Skepta,53
user_024,artist_052,Little Simz,117
user_024,artist_028,Drake,49
user_024,artist_038,Dave,67
user_024,artist_019,Ed Sheeran,33
user_024,artist_026,Adele,31
user_024,artist_022,Bruno Mars,20
user_025,artist_003,Burna Boy,84
user_025,artist_006,Rema,14
user_025,artist_001,Tems,37
user_025,artist_010,Omah Lay,12
user_025,artist_005,Ayra Starr,17
user_025,artist_007,Asake,112
user_025,artist_015,Tiwa Savage,82
user_025,artist_002,Wizkid,28
user_025,artist_004,Davido,13
user_025,artist_048,Shatta Wale,5
user_025,artist_049,Stonebwoy,24
user_026,artist_019,Ed Sheeran,71
user_026,artist_016,Ariana Grande,29
user_026,artist_025,Lana Del Rey,82
user_026,artist_022,Bruno Mars,133
user_026,artist_027,Coldplay,24
user_026,artist_026,Adele,25
user_026,artist_024,Miley Cyrus,110
user_026,artist_021,Justin Bieber,40
user_026,artist_017,Taylor Swift,86
user_026,artist_020,Dua Lipa,26
user_026,artist_023,Olivia Rodrigo,89
user_027,artist_029,Kendrick Lamar,97
user_027,artist_037,Stormzy,9
user_027,artist_032,Doja Cat,27
user_027,artist_031,Post Malone,15
user_027,artist_036,Central Cee,27
user_027,artist_038,Dave,54
user_027,artist_033,Nicki Minaj,41
user_027,artist_028,Drake,39
user_027,artist_004,Davido,31
user_027,artist_049,Stonebwoy,39
user_027,artist_048,Shatta Wale,18
user_028,artist_044,Khalid,20
user_028,artist_042,Beyonce,25
user_028,artist_045,Chris Brown,44
user_028,artist_043,Rihanna,57
user_028,artist_008,Tyla,47
user_028,artist_016,Ariana Grande,28
user_028,artist_046,Amaarae,82
user_028,artist_001,Tems,74
user_028,artist_023,Olivia Rodrigo,31
user_028,artist_020,Dua Lipa,22
user_028,artist_025,Lana Del Rey,49
user_029,artist_048,Shatta Wale,39
user_029,artist_049,Stonebwoy,58
user_029,artist_004,Davido,9
user_029,artist_047,Sarkodie,21
user_029,artist_015,Tiwa Savage,38
user_029,artist_003,Burna Boy,23
user_029,artist_002,Wizkid,73
user_029,artist_050,Black Sherif,169
user_029,artist_046,Amaarae,16
user_029,artist_007,Asake,20
user_030,artist_038,Dave,32
user_030,artist_037,Stormzy,78
user_030,artist_039,J Hus,54
user_030,artist_053,Headie One,14
user_030,artist_052,Little Simz,64
user_030,artist_034,Future,31
user_030,artist_036,Central Cee,105
user_030,artist_050,Black Sherif,30
user_030,artist_019,Ed Sheeran,23
user_030,artist_017,Taylor Swift,49
user_030,artist_016,Ariana Grande,57
user_031,artist_006,Rema,54
user_031,artist_013,Kizz Daniel,31
user_031,artist_003,Burna Boy,118
user_031,artist_001,Tems,34
user_031,artist_011,Joeboy,47
user_031,artist_005,Ayra Starr,55
user_031,artist_014,Simi,30
user_031,artist_007,Asake,62
user_031,artist_015,Tiwa Savage,24
user_031,artist_047,Sarkodie,26
user_031,artist_002,Wizkid,84
user_032,artist_023,Olivia Rodrigo,67
user_032,artist_020,Dua Lipa,64
user_032,artist_021,Justin Bieber,17
user_032,artist_022,Bruno Mars,72
user_032,artist_019,Ed Sheeran,175
user_032,artist_017,Taylor Swift,51
user_032,artist_025,Lana Del Rey,37
user_032,artist_026,Adele,42
user_032,artist_016,Ariana Grande,51
user_032,artist_024,Miley Cyrus,11
user_032,artist_027,Coldplay,38
user_033,artist_039,J Hus,37
user_033,artist_029,Kendrick Lamar,15
user_033,artist_032,Doja Cat,45
user_033,artist_031,Post Malone,25
user_033,artist_030,Travis Scott,36
user_033,artist_038,Dave,43
user_033,artist_028,Drake,15
user_033,artist_034,Future,16
user_033,artist_049,Stonebwoy,47
user_033,artist_007,Asake,24
user_033,artist_046,Amaarae,6
user_034,artist_043,Rihanna,41
user_034,artist_008,Tyla,78
user_034,artist_046,Amaarae,69
user_034,artist_044,Khalid,104
user_034,artist_041,The Weeknd,32
user_034,artist_016,Ariana Grande,34
user_034,artist_042,Beyonce,33
user_034,artist_040,SZA,77
user_034,artist_027,Coldplay,92
user_034,artist_017,Taylor Swift,25
user_034,artist_019,Ed Sheeran,26
user_035,artist_002,Wizkid,25
user_035,artist_046,Amaarae,40
user_035,artist_003,Burna Boy,95
user_035,artist_047,Sarkodie,39
user_035,artist_050,Black Sherif,23
user_035,artist_049,Stonebwoy,44
user_035,artist_048,Shatta Wale,91
user_035,artist_007,Asake,24
user_035,artist_004,Davido,19
user_035,artist_015,Tiwa Savage,50
user_036,artist_050,Black Sherif,36
user_036,artist_053,Headie One,23
user_036,artist_039,J Hus,43
user_036,artist_034,Future,96
user_036,artist_036,Central Cee,10
user_036,artist_037,Stormzy,17
user_036,artist_052,Little Simz,25
user_036,artist_038,Dave,119
user_036,artist_019,Ed Sheeran,41
user_036,artist_020,Dua Lipa,57
user_036,artist_016,Ariana Grande,16
user_037,artist_001,Tems,10
user_037,artist_005,Ayra Starr,88
user_037,artist_008,Tyla,100
user_037,artist_002,Wizkid,23
user_037,artist_003,Burna Boy,13
user_037,artist_014,Simi,49
user_037,artist_004,Davido,84
user_037,artist_009,Fireboy DML,148
user_037,artist_046,Amaarae,48
user_037,artist_007,Asake,27
user_037,artist_047,Sarkodie,19
user_038,artist_024,Miley Cyrus,104
user_038,artist_020,Dua Lipa,69
user_038,artist_023,Olivia Rodrigo,74
user_038,artist_022,Bruno Mars,69
user_038,artist_021,Justin Bieber,57
user_038,artist_017,Taylor Swift,14
user_038,artist_026,Adele,48
user_038,artist_027,Coldplay,32
user_038,artist_025,Lana Del Rey,15
user_038,artist_018,Billie Eilish,103
user_038,artist_016,Ariana Grande,107
user_039,artist_028,Drake,43
user_039,artist_039,J Hus,148
user_039,artist_033,Nicki Minaj,82
user_039,artist_032,Doja Cat,46
user_039,artist_035,Metro Boomin,54
user_039,artist_036,Central Cee,47
user_039,artist_029,Kendrick Lamar,40
user_039,artist_030,Travis Scott,22
user_039,artist_048,Shatta Wale,31
user_039,artist_007,Asake,21
user_039,artist_046,Amaarae,15
user_040,artist_046,Amaarae,57
user_040,artist_008,Tyla,59
user_040,artist_044,Khalid,106
user_040,artist_043,Rihanna,94
user_040,artist_041,The Weeknd,42
user_040,artist_016,Ariana Grande,20
user_040,artist_001,Tems,37
user_040,artist_040,SZA,53
user_040,artist_027,Coldplay,30
user_040,artist_023,Olivia Rodrigo,23
user_040,artist_019,Ed Sheeran,41
user_041,artist_047,Sarkodie,21
user_041,artist_004,Davido,11
user_041,artist_015,Tiwa Savage,13
user_041,artist_007,Asake,47
user_041,artist_048,Shatta Wale,47
user_041,artist_046,Amaarae,42
user_041,artist_003,Burna Boy,101
user_041,artist_050,Black Sherif,8
user_041,artist_049,Stonebwoy,45
user_041,artist_002,Wizkid,96
user_042,artist_053,Headie One,144
user_042,artist_050,Black Sherif,43
user_042,artist_037,Stormzy,50
user_042,artist_034,Future,58
user_042,artist_051,Skepta,364
user_042,artist_036,Central Cee,80
user_042,artist_028,Drake,29
user_042,artist_052,Little Simz,86
user_042,artist_020,Dua Lipa,27
user_042,artist_016,Ariana Grande,25
user_042,artist_018,Billie Eilish,62
user_043,artist_002,Wizkid,48
user_043,artist_011,Joeboy,29
user_043,artist_013,Kizz Daniel,79
user_043,artist_015,Tiwa Savage,19
user_043,artist_004,Davido,35
user_043,artist_005,Ayra Starr,31
user_043,artist_010,Omah Lay,44
user_043,artist_009,Fireboy DML,55
user_043,artist_048,Shatta Wale,18
user_043,artist_007,Asake,55
user_043,artist_050,Black Sherif,36
user_044,artist_019,Ed Sheeran,22
user_044,artist_018,Billie Eilish,55
user_044,artist_026,Adele,103
user_044,artist_023,Olivia Rodrigo,34
user_044,artist_020,Dua Lipa,9
user_044,artist_016,Ariana Grande,15
user_044,artist_017,Taylor Swift,26
user_044,artist_022,Bruno Mars,32
user_044,artist_025,Lana Del Rey,26
user_044,artist_021,Justin Bieber,35
user_044,artist_027,Coldplay,28
user_045,artist_038,Dave,176
user_045,artist_030,Travis Scott,39
user_045,artist_032,Doja Cat,20
user_045,artist_028,Drake,48
user_045,artist_036,Central Cee,22
user_045,artist_039,J Hus,28
user_045,artist_037,Stormzy,59
user_045,artist_033,Nicki Minaj,66
user_045,artist_007,Asake,23
user_045,artist_002,Wizkid,66
user_045,artist_047,Sarkodie,73
user_046,artist_008,Tyla,157
user_046,artist_001,Tems,41
user_046,artist_045,Chris Brown,60
user_046,artist_042,Beyonce,39
user_046,artist_046,Amaarae,48
user_046,artist_016,Ariana Grande,46
user_046,artist_044,Khalid,61
user_046,artist_043,Rihanna,98
user_046,artist_025,Lana Del Rey,101
user_046,artist_017,Taylor Swift,42
user_046,artist_027,Coldplay,51
user_047,artist_002,Wizkid,55
user_047,artist_047,Sarkodie,36
user_047,artist_046,Amaarae,57
user_047,artist_004,Davido,6
user_047,artist_007,Asake,59
user_047,artist_015,Tiwa Savage,4
user_047,artist_050,Black Sherif,15
user_047,artist_048,Shatta Wale,61
user_047,artist_003,Burna Boy,47
user_047,artist_049,Stonebwoy,16
user_048,artist_036,Central Cee,45
user_048,artist_050,Black Sherif,19
user_048,artist_053,Headie One,39
user_048,artist_034,Future,28
user_048,artist_028,Drake,84
user_048,artist_038,Dave,47
user_048,artist_051,Skepta,38
user_048,artist_037,Stormzy,43
user_048,artist_027,Coldplay,40
user_048,artist_021,Justin Bieber,51
user_048,artist_025,Lana Del Rey,18
user_049,artist_015,Tiwa Savage,69
user_049,artist_009,Fireboy DML,18
user_049,artist_007,Asake,57
user_049,artist_008,Tyla,37
user_049,artist_012,CKay,33
user_049,artist_010,Omah Lay,81
user_049,artist_006,Rema,120
user_049,artist_004,Davido,148
user_049,artist_047,Sarkodie,81
user_049,artist_003,Burna Boy,32
user_049,artist_046,Amaarae,43
user_050,artist_023,Olivia Rodrigo,71
user_050,artist_016,Ariana Grande,36
user_050,artist_019,Ed Sheeran,75
user_050,artist_025,Lana Del Rey,59
user_050,artist_021,Justin Bieber,20
user_050,artist_022,Bruno Mars,118
user_050,artist_024,Miley Cyrus,33
user_050,artist_020,Dua Lipa,15
user_050,artist_026,Adele,17
user_050,artist_017,Taylor Swift,17
user_050,artist_027,Coldplay,36
user_051,artist_032,Doja Cat,47
user_051,artist_033,Nicki Minaj,46
user_051,artist_037,Stormzy,91
user_051,artist_035,Metro Boomin,100
user_051,artist_029,Kendrick Lamar,52
user_051,artist_030,Travis Scott,33
user_051,artist_031,Post Malone,63
user_051,artist_036,Central Cee,32
user_051,artist_003,Burna Boy,34
user_051,artist_007,Asake,66
user_051,artist_002,Wizkid,24
user_052,artist_040,SZA,24
user_052,artist_016,Ariana Grande,61
user_052,artist_043,Rihanna,20
user_052,artist_042,Beyonce,40
user_052,artist_008,Tyla,49
user_052,artist_044,Khalid,226
user_052,artist_045,Chris Brown,18
user_052,artist_046,Amaarae,120
user_052,artist_019,Ed Sheeran,38
user_052,artist_021,Justin Bieber,45
user_052,artist_027,Coldplay,37
user_053,artist_015,Tiwa Savage,118
user_053,artist_007,Asake,43
user_053,artist_002,Wizkid,40
user_053,artist_049,Stonebwoy,22
user_053,artist_048,Shatta Wale,39
user_053,artist_003,Burna Boy,16
user_053,artist_004,Davido,25
user_053,artist_046,Amaarae,53
user_053,artist_050,Black Sherif,82
user_053,artist_047,Sarkodie,216
user_054,artist_038,Dave,70
user_054,artist_050,Black Sherif,38
user_054,artist_037,Stormzy,31
user_054,artist_028,Drake,46
user_054,artist_053,Headie One,77
user_054,artist_036,Central Cee,51
user_054,artist_034,Future,30
user_054,artist_039,J Hus,102
user_054,artist_021,Justin Bieber,97
user_054,artist_023,Olivia Rodrigo,48
user_054,artist_018,Billie Eilish,65
user_055,artist_014,Simi,79
user_055,artist_013,Kizz Daniel,121
user_055,artist_015,Tiwa Savage,38
user_055,artist_003,Burna Boy,21
user_055,artist_011,Joeboy,39
user_055,artist_006,Rema,49
user_055,artist_004,Davido,48
user_055,artist_007,Asake,96
user_055,artist_049,Stonebwoy,27
user_055,artist_046,Amaarae,43
user_055,artist_002,Wizkid,18
user_056,artist_025,Lana Del Rey,25
user_056,artist_024,Miley Cyrus,38
user_056,artist_017,Taylor Swift,29
user_056,artist_016,Ariana Grande,113
user_056,artist_019,Ed Sheeran,41
user_056,artist_026,Adele,106
user_056,artist_018,Billie Eilish,48
user_056,artist_020,Dua Lipa,47
user_056,artist_023,Olivia Rodrigo,32
user_056,artist_027,Coldplay,34
user_056,artist_021,Justin Bieber,106
user_057,artist_030,Travis Scott,86
user_057,artist_036,Central Cee,55
user_057,artist_029,Kendrick Lamar,32
user_057,artist_034,Future,72
user_057,artist_031,Post Malone,49
user_057,artist_032,Doja Cat,46
user_057,artist_035,Metro Boomin,120
user_057,artist_038,Dave,9
user_057,artist_004,Davido,13
user_057,artist_048,Shatta Wale,16
user_057,artist_047,Sarkodie,27
user_058,artist_045,Chris Brown,42
user_058,artist_041,The Weeknd,24
user_058,artist_040,SZA,43
user_058,artist_008,Tyla,16
user_058,artist_043,Rihanna,28
user_058,artist_046,Amaarae,50
user_058,artist_044,Khalid,58
user_058,artist_001,Tems,60
user_058,artist_027,Coldplay,14
user_058,artist_021,Justin Bieber,60
user_058,artist_016,Ariana Grande,20
user_059,artist_002,Wizkid,88
user_059,artist_050,Black Sherif,39
user_059,artist_047,Sarkodie,75
user_059,artist_048,Shatta Wale,162
user_059,artist_004,Davido,165
user_059,artist_049,Stonebwoy,20
user_059,artist_015,Tiwa Savage,25
user_059,artist_003,Burna Boy,121
user_059,artist_007,Asake,17
user_059,artist_046,Amaarae,14
user_060,artist_051,Skepta,33
user_060,artist_034,Future,40
user_060,artist_028,Drake,29
user_060,artist_036,Central Cee,8
user_060,artist_053,Headie One,18
user_060,artist_052,Little Simz,14
user_060,artist_038,Dave,10
user_060,artist_037,Stormzy,21
user_060,artist_019,Ed Sheeran,82
user_060,artist_026,Adele,33
user_060,artist_027,Coldplay,80
user_061,artist_011,Joeboy,21
user_061,artist_001,Tems,48
user_061,artist_005,Ayra Starr,57
user_061,artist_007,Asake,27
user_061,artist_012,CKay,47
user_061,artist_003,Burna Boy,66
user_061,artist_002,Wizkid,69
user_061,artist_006,Rema,126
user_061,artist_046,Amaarae,79
user_061,artist_015,Tiwa Savage,18
user_061,artist_048,Shatta Wale,103
user_062,artist_025,Lana Del Rey,56
user_062,artist_022,Bruno Mars,28
user_062,artist_019,Ed Sheeran,30
user_062,artist_023,Olivia Rodrigo,76
user_062,artist_018,Billie Eilish,45
user_062,artist_024,Miley Cyrus,143
user_062,artist_027,Coldplay,33
user_062,artist_020,Dua Lipa,88
user_062,artist_026,Adele,37
user_062,artist_016,Ariana Grande,58
user_062,artist_021,Justin Bieber,26
user_063,artist_034,Future,30
user_063,artist_039,J Hus,46
user_063,artist_037,Stormzy,31
user_063,artist_038,Dave,132
user_063,artist_030,Travis Scott,58
user_063,artist_031,Post Malone,40
user_063,artist_036,Central Cee,100
user_063,artist_032,Doja Cat,11
user_063,artist_050,Black Sherif,9
user_063,artist_004,Davido,58
user_063,artist_015,Tiwa Savage,36
user_064,artist_001,Tems,80
user_064,artist_016,Ariana Grande,16
user_064,artist_046,Amaarae,30
user_064,artist_044,Khalid,21
user_064,artist_043,Rihanna,24
user_064,artist_041,The Weeknd,47
user_064,artist_045,Chris Brown,11
user_064,artist_008,Tyla,68
user_064,artist_022,Bruno Mars,56
user_064,artist_018,Billie Eilish,29
user_064,artist_023,Olivia Rodrigo,6
user_065,artist_007,Asake,152
user_065,artist_002,Wizkid,40
user_065,artist_046,Amaarae,59
user_065,artist_048,Shatta Wale,17
user_065,artist_003,Burna Boy,100
user_065,artist_015,Tiwa Savage,28
user_065,artist_049,Stonebwoy,32
user_065,artist_050,Black Sherif,45
user_065,artist_047,Sarkodie,12
user_065,artist_004,Davido,40
user_066,artist_028,Drake,154
user_066,artist_037,Stormzy,62
user_066,artist_036,Central Cee,70
user_066,artist_051,Skepta,269
user_066,artist_050,Black Sherif,40
user_066,artist_053,Headie One,27
user_066,artist_039,J Hus,61
user_066,artist_038,Dave,61
user_066,artist_018,Billie Eilish,24
user_066,artist_021,Justin Bieber,17
user_066,artist_026,Adele,156
user_067,artist_008,Tyla,62
user_067,artist_009,Fireboy DML,36
user_067,artist_005,Ayra Starr,33
user_067,artist_003,Burna Boy,35
user_067,artist_006,Rema,39
user_067,artist_007,Asake,36
user_067,artist_001,Tems,83
user_067,artist_015,Tiwa Savage,14
user_067,artist_047,Sarkodie,60
user_067,artist_048,Shatta Wale,27
user_067,artist_046,Amaarae,44
user_068,artist_027,Coldplay,66
user_068,artist_022,Bruno Mars,51
user_068,artist_017,Taylor Swift,55
user_068,artist_026,Adele,120
user_068,artist_020,Dua Lipa,102
user_068,artist_016,Ariana Grande,7
user_068,artist_023,Olivia Rodrigo,37
user_068,artist_025,Lana Del Rey,41
user_068,artist_024,Miley Cyrus,11
user_068,artist_021,Justin Bieber,37
user_068,artist_018,Billie Eilish,78
user_069,artist_032,Doja Cat,41
user_069,artist_028,Drake,67
user_069,artist_038,Dave,18
user_069,artist_036,Central Cee,99
user_069,artist_031,Post Malone,37
user_069,artist_035,Metro Boomin,40
user_069,artist_037,Stormzy,33
user_069,artist_030,Travis Scott,31
user_069,artist_002,Wizkid,54
user_069,artist_048,Shatta Wale,41
user_069,artist_049,Stonebwoy,53
user_070,artist_042,Beyonce,86
user_070,artist_043,Rihanna,47
user_070,artist_040,SZA,40
user_070,artist_008,Tyla,40
user_070,artist_044,Khalid,59
user_070,artist_046,Amaarae,114
user_070,artist_016,Ariana Grande,51
user_070,artist_041,The Weeknd,25
user_070,artist_017,Taylor Swift,59
user_070,artist_022,Bruno Mars,63
user_070,artist_018,Billie Eilish,53
user_071,artist_046,Amaarae,6
user_071,artist_050,Black Sherif,20
user_071,artist_007,Asake,95
user_071,artist_004,Davido,30
user_071,artist_015,Tiwa Savage,58
user_071,artist_047,Sarkodie,18
user_071,artist_002,Wizkid,117
user_071,artist_048,Shatta Wale,42
user_071,artist_003,Burna Boy,42
user_071,artist_049,Stonebwoy,157
user_072,artist_036,Central Cee,49
user_072,artist_037,Stormzy,147
user_072,artist_053,Headie One,58
user_072,artist_038,Dave,86
user_072,artist_028,Drake,28
user_072,artist_034,Future,26
user_072,artist_039,J Hus,62
user_072,artist_052,Little Simz,87
user_072,artist_023,Olivia Rodrigo,35
user_072,artist_021,Justin Bieber,15
user_072,artist_020,Dua Lipa,14
user_073,artist_014,Simi,35
user_073,artist_002,Wizkid,140
user_073,artist_003,Burna Boy,61
user_073,artist_013,Kizz Daniel,66
user_073,artist_009,Fireboy DML,49
user_073,artist_005,Ayra Starr,57
user_073,artist_012,CKay,76
user_073,artist_006,Rema,27
user_073,artist_047,Sarkodie,61
user_073,artist_050,Black Sherif,14
user_073,artist_048,Shatta Wale,43
user_074,artist_022,Bruno Mars,21
user_074,artist_027,Coldplay,31
user_074,artist_018,Billie Eilish,30
user_074,artist_021,Justin Bieber,109
